exercise,videoName,frame,good/bad,feedback
barbell biceps curl,barbell biceps curl_21.mp4,33,bad,[RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_21.mp4,36,bad,[RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_21.mp4,39,bad,[RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_21.mp4,42,bad,[RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_21.mp4,45,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_21.mp4,48,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_21.mp4,51,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_21.mp4,54,bad,[RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_21.mp4,57,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,3,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,6,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,9,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,12,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,15,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,18,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,21,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,24,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,27,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,30,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,33,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,36,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,39,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,42,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,45,bad,[RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,48,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,51,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,54,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_22.mp4,57,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_23.mp4,3,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_23.mp4,6,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_23.mp4,9,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_23.mp4,12,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_23.mp4,15,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_23.mp4,18,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_23.mp4,21,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_23.mp4,24,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)! | [LEFT] Keep elbows pinned to your sides (Horizontal Drift)! | [LEFT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_23.mp4,27,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [LEFT] Keep elbows pinned to your sides (Horizontal Drift)! | [LEFT] Elbows flaring out too much. | [RIGHT] Keep wrists straight. Do not curl or extend them.
barbell biceps curl,barbell biceps curl_23.mp4,30,good,None
barbell biceps curl,barbell biceps curl_23.mp4,33,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [LEFT] Keep elbows pinned to your sides (Horizontal Drift)! | [LEFT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_23.mp4,36,bad,[LEFT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_23.mp4,39,good,None
barbell biceps curl,barbell biceps curl_23.mp4,42,good,None
barbell biceps curl,barbell biceps curl_23.mp4,45,good,None
barbell biceps curl,barbell biceps curl_23.mp4,48,good,None
barbell biceps curl,barbell biceps curl_23.mp4,51,good,None
barbell biceps curl,barbell biceps curl_23.mp4,54,good,None
barbell biceps curl,barbell biceps curl_23.mp4,57,good,None
barbell biceps curl,barbell biceps curl_23.mp4,60,good,None
barbell biceps curl,barbell biceps curl_23.mp4,63,good,None
barbell biceps curl,barbell biceps curl_23.mp4,66,good,None
barbell biceps curl,barbell biceps curl_23.mp4,69,good,None
barbell biceps curl,barbell biceps curl_24.mp4,3,good,None
barbell biceps curl,barbell biceps curl_24.mp4,6,good,None
barbell biceps curl,barbell biceps curl_24.mp4,9,good,None
barbell biceps curl,barbell biceps curl_24.mp4,12,good,None
barbell biceps curl,barbell biceps curl_24.mp4,15,good,None
barbell biceps curl,barbell biceps curl_24.mp4,18,good,None
barbell biceps curl,barbell biceps curl_24.mp4,21,good,None
barbell biceps curl,barbell biceps curl_24.mp4,24,good,None
barbell biceps curl,barbell biceps curl_24.mp4,27,good,None
barbell biceps curl,barbell biceps curl_24.mp4,30,good,None
barbell biceps curl,barbell biceps curl_24.mp4,33,good,None
barbell biceps curl,barbell biceps curl_24.mp4,36,good,None
barbell biceps curl,barbell biceps curl_24.mp4,39,good,None
barbell biceps curl,barbell biceps curl_24.mp4,42,good,None
barbell biceps curl,barbell biceps curl_24.mp4,45,good,None
barbell biceps curl,barbell biceps curl_24.mp4,48,good,None
barbell biceps curl,barbell biceps curl_24.mp4,51,good,None
barbell biceps curl,barbell biceps curl_24.mp4,54,good,None
barbell biceps curl,barbell biceps curl_24.mp4,57,good,None
barbell biceps curl,barbell biceps curl_24.mp4,60,good,None
barbell biceps curl,barbell biceps curl_24.mp4,63,good,None
barbell biceps curl,barbell biceps curl_24.mp4,66,good,None
barbell biceps curl,barbell biceps curl_24.mp4,69,good,None
barbell biceps curl,barbell biceps curl_24.mp4,72,good,None
barbell biceps curl,barbell biceps curl_24.mp4,75,good,None
barbell biceps curl,barbell biceps curl_24.mp4,78,good,None
barbell biceps curl,barbell biceps curl_24.mp4,81,good,None
barbell biceps curl,barbell biceps curl_24.mp4,84,good,None
barbell biceps curl,barbell biceps curl_25.mp4,3,good,None
barbell biceps curl,barbell biceps curl_25.mp4,6,good,None
barbell biceps curl,barbell biceps curl_25.mp4,9,good,None
barbell biceps curl,barbell biceps curl_25.mp4,12,good,None
barbell biceps curl,barbell biceps curl_25.mp4,15,good,None
barbell biceps curl,barbell biceps curl_25.mp4,18,good,None
barbell biceps curl,barbell biceps curl_25.mp4,21,good,None
barbell biceps curl,barbell biceps curl_25.mp4,24,good,None
barbell biceps curl,barbell biceps curl_25.mp4,27,good,None
barbell biceps curl,barbell biceps curl_25.mp4,30,good,None
barbell biceps curl,barbell biceps curl_25.mp4,33,good,None
barbell biceps curl,barbell biceps curl_25.mp4,36,good,None
barbell biceps curl,barbell biceps curl_25.mp4,39,good,None
barbell biceps curl,barbell biceps curl_25.mp4,42,good,None
barbell biceps curl,barbell biceps curl_25.mp4,45,good,None
barbell biceps curl,barbell biceps curl_25.mp4,48,good,None
barbell biceps curl,barbell biceps curl_25.mp4,51,good,None
barbell biceps curl,barbell biceps curl_25.mp4,54,good,None
barbell biceps curl,barbell biceps curl_25.mp4,57,good,None
barbell biceps curl,barbell biceps curl_25.mp4,60,good,None
barbell biceps curl,barbell biceps curl_25.mp4,63,good,None
barbell biceps curl,barbell biceps curl_25.mp4,66,good,None
barbell biceps curl,barbell biceps curl_25.mp4,69,good,None
barbell biceps curl,barbell biceps curl_25.mp4,72,good,None
barbell biceps curl,barbell biceps curl_25.mp4,75,good,None
barbell biceps curl,barbell biceps curl_25.mp4,78,good,None
barbell biceps curl,barbell biceps curl_26.mp4,3,good,None
barbell biceps curl,barbell biceps curl_26.mp4,6,good,None
barbell biceps curl,barbell biceps curl_26.mp4,9,good,None
barbell biceps curl,barbell biceps curl_26.mp4,12,good,None
barbell biceps curl,barbell biceps curl_26.mp4,15,good,None
barbell biceps curl,barbell biceps curl_26.mp4,18,good,None
barbell biceps curl,barbell biceps curl_26.mp4,21,good,None
barbell biceps curl,barbell biceps curl_26.mp4,24,good,None
barbell biceps curl,barbell biceps curl_26.mp4,27,good,None
barbell biceps curl,barbell biceps curl_26.mp4,30,good,None
barbell biceps curl,barbell biceps curl_26.mp4,33,good,None
barbell biceps curl,barbell biceps curl_26.mp4,36,good,None
barbell biceps curl,barbell biceps curl_26.mp4,39,good,None
barbell biceps curl,barbell biceps curl_26.mp4,42,good,None
barbell biceps curl,barbell biceps curl_26.mp4,45,good,None
barbell biceps curl,barbell biceps curl_26.mp4,48,good,None
barbell biceps curl,barbell biceps curl_26.mp4,51,good,None
barbell biceps curl,barbell biceps curl_26.mp4,54,good,None
barbell biceps curl,barbell biceps curl_26.mp4,57,good,None
barbell biceps curl,barbell biceps curl_26.mp4,60,good,None
barbell biceps curl,barbell biceps curl_26.mp4,63,good,None
barbell biceps curl,barbell biceps curl_26.mp4,66,good,None
barbell biceps curl,barbell biceps curl_26.mp4,69,good,None
barbell biceps curl,barbell biceps curl_26.mp4,72,good,None
barbell biceps curl,barbell biceps curl_26.mp4,75,good,None
barbell biceps curl,barbell biceps curl_26.mp4,78,good,None
barbell biceps curl,barbell biceps curl_27.mp4,3,good,None
barbell biceps curl,barbell biceps curl_27.mp4,6,good,None
barbell biceps curl,barbell biceps curl_27.mp4,9,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep wrists straight. Do not curl or extend them.
barbell biceps curl,barbell biceps curl_27.mp4,12,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_27.mp4,15,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [LEFT] Elbows flaring out too much. | [RIGHT] Elbows flaring out too much. | [LEFT] Keep elbows pinned to your sides (Horizontal Drift)! | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,18,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,21,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,24,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep wrists straight. Do not curl or extend them. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,27,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,30,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,33,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,36,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_27.mp4,39,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_27.mp4,42,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_27.mp4,45,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_27.mp4,48,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_27.mp4,51,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_27.mp4,54,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_28.mp4,3,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_28.mp4,6,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much.
barbell biceps curl,barbell biceps curl_28.mp4,9,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching). | [RIGHT] Elbows flaring out too much. | [RIGHT] Keep elbows pinned to your sides (Horizontal Drift)!
barbell biceps curl,barbell biceps curl_28.mp4,12,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_28.mp4,15,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_28.mp4,18,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_28.mp4,21,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_28.mp4,24,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
barbell biceps curl,barbell biceps curl_28.mp4,27,bad,[LEFT] Excessive torso lean (swinging or arching). | [RIGHT] Excessive torso lean (swinging or arching).
